f,psd
0.011080000000000001,3.7933399120478496e-40
0.0111,5.050860753229222e-40
0.011120000000000001,4.969676000647869e-40
0.01114,3.5521340176425566e-40
0.011160000000000002,3.812283906981375e-40
0.01118,5.16831935399364e-40
0.011200000000000002,6.019813760739584e-40
0.01122,6.695609829907329e-40
0.011240000000000002,7.225290733787533e-40
0.011260000000000001,6.046225121066664e-40
0.01128,4.58795395141623e-40
0.011300000000000001,4.356654648930847e-40
0.01132,5.756481458353187e-40
0.011340000000000001,6.452441863846254e-40
0.01136,6.735102043484501e-40
0.011380000000000001,6.675399340281335e-40
0.0114,5.314479780628586e-40
0.011420000000000001,6.6824381398499095e-40
0.01144,7.07660530047815e-40
0.011460000000000001,7.196780526744304e-40
0.01148,6.0624218243327736e-40
0.011500000000000002,6.3732901840264175e-40
0.01152,6.0373687567848295e-40
0.011540000000000002,6.9771572439524146e-40
0.01156,6.340322485254171e-40
0.011580000000000002,6.61898014936526e-40
0.011600000000000001,4.57232331617799e-40
0.01162,6.692661309019039e-40
0.011640000000000001,6.741347632712461e-40
0.01166,5.431286868897759e-40
0.011680000000000001,4.660173592172829e-40
0.0117,4.6172327889206815e-40
0.011720000000000001,5.141956866426841e-40
0.01174,5.050742116601772e-40
0.011760000000000001,6.027588014434914e-40
0.01178,7.777481176142195e-40
0.011800000000000001,6.760417826243381e-40
0.01182,5.973941545805183e-40
0.011840000000000002,6.2135373575752615e-40
0.01186,5.956237492282284e-40
0.011880000000000002,6.421621945778239e-40
0.0119,5.828730893301606e-40
0.011920000000000002,4.760505314292712e-40
0.011940000000000001,5.631838422590735e-40
0.01196,6.207123764097818e-40
0.011980000000000001,5.6974350015199935e-40
0.012,5.361983989927231e-40
0.012020000000000001,5.247508664871467e-40
0.01204,4.897979870067616e-40
0.012060000000000001,6.875118601235288e-40
0.01208,7.434011544299302e-40
0.012100000000000001,6.7792397731230375e-40
0.01212,5.9527112591765756e-40
0.012140000000000001,5.861457886778521e-40
0.01216,6.2630818625331095e-40
0.012180000000000002,6.763845871193389e-40
0.0122,8.099927660895464e-40
0.012220000000000002,6.807052757383428e-40
0.012240000000000001,7.370699137583951e-40
0.012260000000000002,7.115262302426498e-40
0.012280000000000001,6.42228526663166e-40
0.0123,6.489928541238799e-40
0.012320000000000001,7.527509710350358e-40
0.01234,9.554786308617258e-40
0.012360000000000001,1.1595318163232577e-39
0.01238,1.0249091238851415e-39
0.012400000000000001,6.974209928373322e-40
0.01242,7.711261735273182e-40
0.012440000000000001,6.92554181870868e-40
0.01246,6.385258607417991e-40
0.012480000000000002,8.222838098008584e-40
0.0125,1.1729233814535006e-39
0.012520000000000002,9.341227306814645e-40
0.01254,7.632721135602897e-40
0.012560000000000002,7.884311086552693e-40
0.012580000000000001,7.315468721849413e-40
0.012600000000000002,8.113108121074232e-40
0.012620000000000001,8.889612940252626e-40
0.01264,8.16274249907967e-40
0.012660000000000001,7.375996586969621e-40
0.01268,6.508307559066262e-40
0.012700000000000001,7.663472606653888e-40
0.01272,9.830135631926105e-40
0.012740000000000001,1.2350980049206366e-39
0.01276,1.1943943673048642e-39
0.012780000000000001,9.775747679310784e-40
0.0128,1.1103835404309813e-39
0.012820000000000002,1.2543333048394108e-39
0.01284,9.687890859107532e-40
0.012860000000000002,9.850259894767599e-40
0.01288,1.085538470750105e-39
0.012900000000000002,1.2532169583157796e-39
0.012920000000000001,1.2361662321649771e-39
0.012940000000000002,1.1896083595347937e-39
0.012960000000000001,9.601044109022763e-40
0.01298,9.014155767200347e-40
0.013000000000000001,9.728864985392544e-40
0.01302,8.278551798177349e-40
0.013040000000000001,1.1086826716020012e-39
0.01306,1.3134641289769114e-39
0.013080000000000001,8.828653732032463e-40
0.0131,6.544504847194348e-40
